273,CC(=O)Sc1ccc(cc1)C#Cc1ccc(cc1)n1c2ccccc2c2c1cccc2,34
274,CC(=O)c1c(=O)oc2c(c1O)cccc2,14
275,CC(=O)c1c(O)ccc2c1c1ccccc1o2,17
276,CC(=O)c1cc2ccccc2oc1=O,14
277,CC(=O)c1cc2oc3c(c2cc1O)cccc3,17
278,CC(=O)c1ccc(cc1)N,8
279,CC(=O)c1ccc(cc1)N=NC=C1N(C)c2c(C1(C)C)cccc2,12
280,CC(=O)c1ccc(cc1)N=Nc1ccc(c2c1cccn2)O,22
281,CC(=O)c1ccc2c(c1)N=CCC2=O,12
282,CC(=O)c1ccc2c3c1ccc1c3c(cc2)ccc1,21
283,CC(=O)c1cccc(n1)C(=O)C,10
284,CC(=O)n1c2ccc(cc2c2c1ccc(c2)Cl)Cl,17
285,CC(=O)n1c2ccccc2c2c1cccc2,17
286,CC(C#Cc1cc2c(n1S(=O)(=O)c1ccccc1)nccc2Cl)O,22
287,CC(C#Cc1ccc(s1)c1ccc(s1)C#CC(C)(C)C)(C)C,15
288,CC(C#Cc1ccc2c(n1)cccc2)(O)C,13
289,CC(C(=NN=C(C(C)(C)C)Cc1ccc2c(n1)cccc2)Cc1ccc2c(n1)cccc2)(C)C,11
290,CC(C(=O)Nc1ccc(cc1)S(=O)(=O)N)Br,12
291,CC(C(=O)Nc1ccc(cc1)S(=O)(=O)N)N1CCC(CC1)C,12
292,CC(C(=O)Nc1ccc(cc1)S(=O)(=O)N)N1CCN(CC1)C,12
293,CC(C(c1ccc(cc1)O)C)O,6
294,CC(C1(C)N=C(NC1=O)c1nc2ccccc2cc1C(=O)O)C,18
295,CC(C1=CC(=CC=Cc2cccnn2)C=C(O1)C(C)(C)C)(C)C,15
296,CC(C1=CC(=CC=Cc2ccncn2)C=C(O1)C(C)(C)C)(C)C,15
297,CC(C1=CC(=CC=Cc2cnc3c(n2)cccc3)C=C(O1)C(C)(C)C)(C)C,20
298,CC(C1CCC(=CSC=Cc2ccc(cc2)C=CSC=C2CCC(CC2)C(C)(C)C)CC1)(C)C,16
299,CC(C1CCC(=CSC=Cc2ccc(cc2)c2ccc(cc2)C=CSC=C2CCC(CC2)C(C)(C)C)CC1)(C)C,23
300,CC(C1CCCCC1)O,0
301,CC(C=Cc1c2ccccc2cc2c1cccc2)(C=Cc1c2ccccc2cc2c1cccc2)C,18
302,CC(CC#Cc1cc2c(n1S(=O)(=O)c1ccccc1)nccc2Cl)O,22
303,CC(CC#Cc1ccc2c(n1)cccc2)O,13
304,CC(CC(=O)O)C,0
305,CC(CCCC(CCCC(C)C)C)CCCC1(C)CCc2c(O1)c(C)c(c(c2)O)C,6
